id,segment,cf,balance,time_on_book,arrears
account-1,A,36.3108810177073,5931.36189029086,1,0
account-1,A,67.6335569377989,5863.72833335307,2,0
account-1,A,65.8615577407181,5797.86677561235,3,0
account-1,A,6.0127622820437,5791.8540133303,4,0
account-1,A,27.7263505989686,5764.12766273134,5,0
account-1,A,68.114027720876,5696.01363501046,6,0
account-1,A,9.60667854174972,5686.40695646871,7,0
account-1,A,56.9731942284852,5629.43376224022,8,0
account-1,A,64.2321273358539,5565.20163490437,9,0
account-1,A,30.9644507616758,5534.23718414269,10,0
account-2,A,82.3896898794919,5617.27370844223,1,0
account-2,A,12.9387382790446,5604.33497016318,2,0
account-2,A,37.9763420345262,5566.35862812866,3,0
account-2,A,42.0381405064836,5524.32048762217,4,0
account-2,A,62.9578044312075,5461.36268319097,5,0
account-2,A,4.94286119006574,5456.4198220009,6,0
account-2,A,66.5536334645003,5389.8661885364,7,0
account-2,A,-1.46610474679619,5391.33229328319,8,1
account-2,A,40.7975156465545,5350.53477763664,9,1
account-2,A,19.504846855998,5331.02993078064,10,1
account-3,A,84.33414850384,5859.36106141657,1,0
account-3,A,37.9823234304786,5821.37873798609,2,0
account-3,A,80.5653714248911,5740.8133665612,3,0
account-3,A,2.93696016538888,5737.87640639581,4,0
account-3,A,58.1982023688033,5679.67820402701,5,0
account-3,A,31.4089530985802,5648.26925092843,6,0
account-3,A,79.1544577013701,5569.11479322706,7,0
account-3,A,29.4812942063436,5539.63349902071,8,0
account-3,A,28.8687808113173,5510.76471820939,9,0
account-3,A,42.6601749751717,5468.10454323422,10,0
account-4,A,68.6377986939624,5107.18504510354,1,0
account-4,A,82.6100991247222,5024.57494597882,2,0
account-4,A,30.1754378387705,4994.39950814005,3,0
account-4,A,36.391397533007,4958.00811060704,4,0
account-4,A,6.08475563582033,4951.92335497122,5,0
account-4,A,0.388737875036895,4951.53461709619,6,0
account-4,A,53.8272337196395,4897.70738337655,7,0
account-4,A,84.1988688474521,4813.5085145291,8,0
account-4,A,11.5068163862452,4802.00169814285,9,0
account-4,A,5.01677469816059,4796.98492344469,10,0
account-5,A,43.4718600846827,5489.84605554491,1,0
account-5,A,75.7291006064042,5414.11695493851,2,0
account-5,A,37.429063199088,5376.68789173942,3,0
account-5,A,5.59650484006852,5371.09138689935,4,0
account-5,A,22.2067684307694,5348.88461846858,5,0
account-5,A,-3.53587659541518,5352.420495064,6,1
account-5,A,20.5003540869802,5331.92014097702,7,1
account-5,A,19.1585326241329,5312.76160835289,8,1
account-5,A,55.4984165495262,5257.26319180336,9,1
account-5,A,32.0047654118389,5225.25842639152,10,1
account-6,A,30.3364453278482,5624.40178763121,1,0
account-6,A,49.8000894114375,5574.60169821978,2,0
account-6,A,-13.379554389976,5587.98125260975,3,1
account-6,A,54.1090662963688,5533.87218631338,4,1
account-6,A,54.6037664543837,5479.268419859,5,1
account-6,A,20.8127481071278,5458.45567175187,6,1
account-6,A,59.2763610323891,5399.17931071948,7,1
account-6,A,28.6244300566614,5370.55488066282,8,1
account-6,A,52.4711935920641,5318.08368707076,9,1
account-6,A,3.08887510560453,5314.99481196515,10,1
account-7,A,2.06723244860768,5320.14972209931,1,0
account-7,A,-10.8239102270454,5330.97363232635,2,1
account-7,A,78.9506022958085,5252.02303003054,3,1
account-7,A,77.4397062277421,5174.5833238028,4,1
account-7,A,40.4255416849628,5134.15778211784,5,1
account-7,A,13.457295964472,5120.70048615336,6,1
account-7,A,74.0390634071082,5046.66142274626,7,1
account-7,A,61.8044944154099,4984.85692833085,8,1
account-7,A,16.5113188233227,4968.34560950752,9,1
account-7,A,34.4815943995491,4933.86401510797,10,1
account-8,A,38.3995962003246,5077.32021742035,1,0
account-8,A,-7.57835585158318,5084.89857327193,2,1
account-8,A,-9.21750952024013,5094.11608279217,3,2
account-8,A,17.0112236076966,5077.10485918447,4,2
account-8,A,60.4491031169891,5016.65575606749,5,2
account-8,A,33.7243437906727,4982.93141227681,6,2
account-8,A,62.4754651589319,4920.45594711788,7,2
account-8,A,38.6608460592106,4881.79510105867,8,2
account-8,A,46.632064031437,4835.16303702723,9,2
account-8,A,49.7414627950639,4785.42157423217,10,2
account-9,A,30.2859065728262,5553.41527488548,1,0
account-9,A,25.1390999788418,5528.27617490664,2,0
account-9,A,11.1915879324079,5517.08458697423,3,0
account-9,A,52.5556204514578,5464.52896652278,4,0
account-9,A,53.1304872268811,5411.3984792959,5,0
account-9,A,69.0457622893155,5342.35271700658,6,0
account-9,A,23.6745531577617,5318.67816384882,7,0
account-9,A,70.2450414560735,5248.43312239274,8,0
account-9,A,1.48163327481598,5246.95148911793,9,0
account-9,A,57.6687256246805,5189.28276349325,10,0
account-10,A,30.5496748210862,5633.86053911876,1,0
account-10,A,36.2440403923392,5597.61649872642,2,0
account-10,A,76.9109401293099,5520.70555859711,3,0
account-10,A,68.6927452357486,5452.01281336136,4,0
account-10,A,38.4004619112238,5413.61235145014,5,0
account-10,A,-13.356765974313,5426.96911742445,6,1
account-10,A,6.65918608661741,5420.30993133783,7,1
account-10,A,79.7348417947069,5340.57508954313,8,1
account-10,A,23.4733437793329,5317.10174576379,9,1
account-10,A,38.1443429645151,5278.95740279928,10,1
account-11,A,61.7463988857344,5692.98159357626,1,0
account-11,A,26.1988937063143,5666.78269986995,2,0
account-11,A,82.0304310554639,5584.75226881448,3,0
account-11,A,78.6150661669672,5506.13720264752,4,0
account-11,A,-9.582076696679,5515.71927934419,5,1
account-11,A,49.3571990076453,5466.36208033655,6,1
account-11,A,-2.54000051412731,5468.90208085068,7,2
account-11,A,71.3425573566929,5397.55952349398,8,2
account-11,A,29.6539121679962,5367.90561132599,9,2
account-11,A,15.3931159200147,5352.51249540597,10,2
account-12,A,51.2448961520568,5824.77147107478,1,0
account-12,A,69.064757777378,5755.7067132974,2,0
account-12,A,4.83649907633662,5750.87021422107,3,0
account-12,A,72.5092646339908,5678.36094958708,4,0
account-12,A,42.1091837482527,5636.25176583882,5,0
account-12,A,37.2129974560812,5599.03876838274,6,0
account-12,A,81.7650707112625,5517.27369767148,7,0
account-12,A,25.7254950609058,5491.54820261057,8,0
account-12,A,0.430204547010362,5491.11799806356,9,0
account-12,A,23.0923751974478,5468.02562286612,10,0
account-13,A,15.834083724767,5981.78468021564,1,0
account-13,A,-14.1879503708333,5995.97263058648,2,1
account-13,A,47.9464876838028,5948.02614290267,3,1
account-13,A,-4.06652529258281,5952.09266819526,4,2
account-13,A,63.2741722883657,5888.81849590689,5,2
account-13,A,-0.746027366258204,5889.56452327315,6,3
account-13,A,52.3095030710101,5837.25502020214,7,3
account-13,A,-0.963753564283252,5838.21877376642,8,3
account-13,A,-12.0588793279603,5850.27765309438,9,3
account-13,A,56.9562500715256,5793.32140302286,10,3
account-14,A,-14.1379305487499,5143.58077904675,1,1
account-14,A,49.7263014921919,5093.85447755456,2,1
account-14,A,71.8921808898449,5021.96229666472,3,1
account-14,A,76.094803228043,4945.86749343667,4,1
account-14,A,8.30952631309629,4937.55796712358,5,1
account-14,A,61.9764781231061,4875.58148900047,6,1
account-14,A,22.9710485227406,4852.61044047773,7,1
account-14,A,71.9508078554645,4780.65963262227,8,1
account-14,A,50.0877566076815,4730.57187601458,9,1
account-14,A,-3.28208446502686,4733.85396047961,10,2
account-15,A,-6.4137818152085,5908.98039940279,1,1
account-15,A,18.2051874604076,5890.77521194238,2,1
account-15,A,83.0475441319868,5807.7276678104,3,1
account-15,A,-14.3923079222441,5822.11997573264,4,2
account-15,A,54.6197520708665,5767.50022366177,5,2
account-15,A,34.0894579561427,5733.41076570563,6,2
account-15,A,-14.3676711339504,5747.77843683958,7,3
account-15,A,77.3636165680364,5670.41482027154,8,3
account-15,A,50.3395236236975,5620.07529664785,9,3
account-15,A,42.728006131947,5577.3472905159,10,3
account-16,A,49.4021607236937,5941.67145698797,1,0
account-16,A,24.9821113795042,5916.68934560847,2,0
account-16,A,-7.57067192811519,5924.26001753658,3,1
account-16,A,52.8911976050586,5871.36881993152,4,1
account-16,A,17.8022515168414,5853.56656841468,5,1
account-16,A,-5.74438053648919,5859.31094895117,6,2
account-16,A,-9.81124256271869,5869.12219151389,7,3
account-16,A,26.471547819674,5842.65064369421,8,3
account-16,A,11.8300845753402,5830.82055911888,9,3
account-16,A,-2.30555477086455,5833.12611388974,10,3
account-17,A,68.8869203813374,5415.90665533207,1,0
account-17,A,51.0765512147918,5364.83010411728,2,0
account-17,A,37.9742876533419,5326.85581646394,3,0
account-17,A,29.2669204436243,5297.58889602032,4,0
account-17,A,69.1875863494352,5228.40130967088,5,0
account-17,A,24.6223022835329,5203.77900738735,6,0
account-17,A,50.3669711668044,5153.41203622054,7,0
account-17,A,-5.07483716122806,5158.48687338177,8,1
account-17,A,23.4226968046278,5135.06417657714,9,1
account-17,A,48.4425069903955,5086.62166958675,10,1
account-18,A,57.3191463621333,5392.78024969157,1,0
account-18,A,4.49748639017344,5388.2827633014,2,0
account-18,A,47.9789024125785,5340.30386088882,3,0
account-18,A,11.5390909044072,5328.76476998441,4,0
account-18,A,55.8146025426686,5272.95016744174,5,0
account-18,A,31.5201882645488,5241.42997917719,6,0
account-18,A,58.1825959635899,5183.2473832136,7,0
account-18,A,77.1031416160986,5106.1442415975,8,0
account-18,A,30.0303324265406,5076.11390917096,9,0
account-18,A,42.1117430925369,5034.00216607843,10,0
account-19,A,27.5586292985827,5851.08541358262,1,0
account-19,A,25.5751416226849,5825.51027195994,2,0
account-19,A,-14.5230769272894,5840.03334888723,3,1
account-19,A,14.8805131344125,5825.15283575282,4,1
account-19,A,-11.9131150050089,5837.06595075782,5,2
account-19,A,16.9495041621849,5820.11644659564,6,2
account-19,A,-6.90295573789626,5827.01940233354,7,3
account-19,A,51.4373297942802,5775.58207253926,8,3
account-19,A,11.5159090049565,5764.0661635343,9,3
account-19,A,50.5899138655514,5713.47624966875,10,3
account-20,A,11.4747395412996,5244.34155131225,1,0
account-20,A,-11.3179054902866,5255.65945680253,2,1
account-20,A,5.30901205725968,5250.35044474527,3,1
account-20,A,-4.39120280556381,5254.74164755084,4,2
account-20,A,43.3524944959208,5211.38915305492,5,2
account-20,A,32.5092307198793,5178.87992233504,6,2
account-20,A,68.24906793423,5110.63085440081,7,2
account-20,A,33.6986426869407,5076.93221171387,8,2
account-20,A,28.8083124347031,5048.12389927916,9,2
account-20,A,60.6875747116283,4987.43632456753,10,2
account-21,A,-7.57818278856576,5237.7975611575,1,1
account-21,A,1.55445895157754,5236.24310220592,2,1
account-21,A,-10.6767678493634,5246.91987005528,3,2
account-21,A,18.7160256458446,5228.20384440944,4,2
account-21,A,78.1957342661917,5150.00811014324,5,2
account-21,A,74.4950615707785,5075.51304857247,6,2
account-21,A,-0.440661036409438,5075.95370960888,7,3
account-21,A,68.3882096689194,5007.56549993996,8,3
account-21,A,-4.9229206610471,5012.488420601,9,3
account-21,A,79.515458564274,4932.97296203673,10,3
account-22,A,12.1519702160731,5847.06454662141,1,0
account-22,A,82.7100865682587,5764.35446005315,2,0
account-22,A,-14.1832543397322,5778.53771439288,3,1
account-22,A,82.8014344349504,5695.73627995793,4,1
account-22,A,18.5568816401064,5677.17939831782,5,1
account-22,A,56.5702715329826,5620.60912678484,6,1
account-22,A,73.3141481084749,5547.29497867636,7,1
account-22,A,13.8371491711587,5533.45782950521,8,1
account-22,A,-10.889040757902,5544.34687026311,9,2
account-22,A,-4.23647927585989,5548.58334953897,10,3
account-23,A,84.9825588194653,5409.06103703659,1,0
account-23,A,44.8074836656451,5364.25355337095,2,0
account-23,A,4.94261706713587,5359.31093630381,3,0
account-23,A,20.7188065769151,5338.59212972689,4,0
account-23,A,-3.59648546203971,5342.18861518893,5,1
account-23,A,4.45182986091822,5337.73678532802,6,1
account-23,A,5.04830606747419,5332.68847926054,7,1
account-23,A,30.7770286826417,5301.9114505779,8,1
account-23,A,11.1067782528698,5290.80467232503,9,1
account-23,A,52.4202767200768,5238.38439560495,10,1
account-24,A,13.9929514750838,5323.7217643857,1,0
account-24,A,73.6805454036221,5250.04121898208,2,0
account-24,A,8.39553777128458,5241.64568121079,3,0
account-24,A,-12.104090382345,5253.74977159314,4,1
account-24,A,46.653339699842,5207.0964318933,5,1
account-24,A,22.122121732682,5184.97431016062,6,1
account-24,A,10.3623664611951,5174.61194369942,7,1
account-24,A,8.27532100025564,5166.33662269916,8,1
account-24,A,58.8645383622497,5107.47208433691,9,1
account-24,A,24.5650838268921,5082.90700051002,10,1
account-25,A,17.646167697385,5168.83470417,1,0
account-25,A,2.50439419411123,5166.33030997589,2,0
account-25,A,13.8954675663263,5152.43484240957,3,0
account-25,A,43.4974156226963,5108.93742678687,4,0
account-25,A,28.067305162549,5080.87012162432,5,0
account-25,A,39.6180173754692,5041.25210424885,6,0
account-25,A,35.5784621462226,5005.67364210263,7,0
account-25,A,-1.97041927371174,5007.64406137634,8,1
account-25,A,60.5036580609158,4947.14040331543,9,1
account-25,A,79.6919409325346,4867.44846238289,10,1
account-26,A,76.6361470706761,5522.96156870201,1,0
account-26,A,12.4931715102866,5510.46839719173,2,0
account-26,A,37.5335808517411,5472.93481633998,3,0
account-26,A,62.793007902801,5410.14180843718,4,0
account-26,A,-2.0792746078223,5412.22108304501,5,1
account-26,A,-5.95586519688368,5418.17694824189,6,2
account-26,A,59.2552943527699,5358.92165388912,7,2
account-26,A,30.9824304096401,5327.93922347948,8,2
account-26,A,48.8184573501349,5279.12076612935,9,2
account-26,A,41.4499973319471,5237.6707687974,10,2
account-27,A,59.7379611711949,5251.11243348569,1,0
account-27,A,39.9774019513279,5211.13503153436,2,0
account-27,A,43.5419432958588,5167.5930882385,3,0
account-27,A,32.4517416441813,5135.14134659432,4,0
account-27,A,12.6971841230989,5122.44416247122,5,0
account-27,A,31.2997349910438,5091.14442748018,6,0
account-27,A,12.7304962975904,5078.41393118259,7,0
account-27,A,35.2553237136453,5043.15860746894,8,0
account-27,A,-2.69095023162663,5045.84955770057,9,1
account-27,A,28.1364828720689,5017.7130748285,10,1
account-28,A,-6.14225406665355,5540.36570231896,1,1
account-28,A,62.6807772926986,5477.68492502626,2,1
account-28,A,58.5370963346213,5419.14782869164,3,1
account-28,A,18.0369693459943,5401.11085934564,4,1
account-28,A,14.1061717784032,5387.00468756724,5,1
account-28,A,81.7473494121805,5305.25733815506,6,1
account-28,A,59.0926692262292,5246.16466892883,7,1
account-28,A,42.7968425117433,5203.36782641709,8,1
account-28,A,-7.99321353901178,5211.3610399561,9,2
account-28,A,-11.3679118547589,5222.72895181086,10,3
account-29,A,47.0893165236339,5454.33423052076,1,0
account-29,A,32.2274634987116,5422.10676702205,2,0
account-29,A,4.33172987774014,5417.77503714431,3,0
account-29,A,22.4079639324918,5395.36707321182,4,0
account-29,A,84.8614495620132,5310.50562364981,5,0
account-29,A,78.1251281639561,5232.38049548585,6,0
account-29,A,29.0185996470973,5203.36189583875,7,0
account-29,A,0.748573304153979,5202.6133225346,8,0
account-29,A,48.7541555101052,5153.85916702449,9,0
account-29,A,14.1811638278887,5139.67800319661,10,0
account-30,A,72.1808760799468,5419.04476071708,1,0
account-30,A,13.5033981781453,5405.54136253893,2,0
account-30,A,53.642759998329,5351.89860254061,3,0
